datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,days,hours,tempS,atempS,humidityS,windspeedS,daysS,hoursS,spring,summer,fall,winter,better,good,bad,worse
2011-01-01 12:00:00,1,0,0,1,17.22,21.21,77,19.0012,29,55,84,14,12,296.5284,449.8641,5929,361.0456014,196,144,1,0,0,0,1,0,0,0
2011-01-01 13:00:00,1,0,0,2,18.86,22.725,72,19.9995,47,47,94,15,13,355.6996,516.425625,5184,399.9800003,225,169,1,0,0,0,0,1,0,0
2011-01-01 14:00:00,1,0,0,2,18.86,22.725,72,19.0012,35,71,106,16,14,355.6996,516.425625,5184,361.0456014,256,196,1,0,0,0,0,1,0,0
2011-01-01 15:00:00,1,0,0,2,18.04,21.97,77,19.9995,40,70,110,17,15,325.4416,482.6809,5929,399.9800003,289,225,1,0,0,0,0,1,0,0
2011-01-01 16:00:00,1,0,0,2,17.22,21.21,82,19.9995,41,52,93,18,16,296.5284,449.8641,6724,399.9800003,324,256,1,0,0,0,0,1,0,0
2011-01-01 17:00:00,1,0,0,2,18.04,21.97,82,19.0012,15,52,67,19,17,325.4416,482.6809,6724,361.0456014,361,289,1,0,0,0,0,1,0,0
2011-01-01 18:00:00,1,0,0,3,17.22,21.21,88,16.9979,9,26,35,20,18,296.5284,449.8641,7744,288.9286044,400,324,1,0,0,0,0,0,1,0
2011-01-01 19:00:00,1,0,0,3,17.22,21.21,88,16.9979,6,31,37,21,19,296.5284,449.8641,7744,288.9286044,441,361,1,0,0,0,0,0,1,0
2011-01-01 20:00:00,1,0,0,2,16.4,20.455,87,16.9979,11,25,36,22,20,268.96,418.407025,7569,288.9286044,484,400,1,0,0,0,0,1,0,0
2011-01-01 21:00:00,1,0,0,2,16.4,20.455,87,12.998,3,31,34,23,21,268.96,418.407025,7569,168.948004,529,441,1,0,0,0,0,1,0,0
2011-01-01 22:00:00,1,0,0,2,16.4,20.455,94,15.0013,11,17,28,24,22,268.96,418.407025,8836,225.0390017,576,484,1,0,0,0,0,1,0,0
2011-01-01 23:00:00,1,0,0,2,18.86,22.725,88,19.9995,15,24,39,25,23,355.6996,516.425625,7744,399.9800003,625,529,1,0,0,0,0,1,0,0
2011-01-02 00:00:00,1,0,0,2,18.86,22.725,88,19.9995,4,13,17,26,0,355.6996,516.425625,7744,399.9800003,676,0,1,0,0,0,0,1,0,0
2011-01-02 01:00:00,1,0,0,2,18.04,21.97,94,16.9979,1,16,17,27,1,325.4416,482.6809,8836,288.9286044,729,1,1,0,0,0,0,1,0,0
2011-01-02 02:00:00,1,0,0,2,17.22,21.21,100,19.0012,1,8,9,28,2,296.5284,449.8641,10000,361.0456014,784,4,1,0,0,0,0,1,0,0
2011-01-02 03:00:00,1,0,0,2,18.86,22.725,94,12.998,2,4,6,29,3,355.6996,516.425625,8836,168.948004,841,9,1,0,0,0,0,1,0,0
2011-01-02 04:00:00,1,0,0,2,18.86,22.725,94,12.998,2,1,3,30,4,355.6996,516.425625,8836,168.948004,900,16,1,0,0,0,0,1,0,0
2011-01-02 06:00:00,1,0,0,3,17.22,21.21,77,19.9995,0,2,2,31,6,296.5284,449.8641,5929,399.9800003,961,36,1,0,0,0,0,0,1,0
2011-01-02 07:00:00,1,0,0,2,16.4,20.455,76,12.998,0,1,1,32,7,268.96,418.407025,5776,168.948004,1024,49,1,0,0,0,0,1,0,0
2011-01-02 08:00:00,1,0,0,3,16.4,20.455,71,15.0013,0,8,8,33,8,268.96,418.407025,5041,225.0390017,1089,64,1,0,0,0,0,0,1,0
2011-01-02 09:00:00,1,0,0,2,15.58,19.695,76,15.0013,1,19,20,34,9,242.7364,387.893025,5776,225.0390017,1156,81,1,0,0,0,0,1,0,0
2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,7,46,53,35,10,217.8576,303.630625,6561,225.0390017,1225,100,1,0,0,0,0,1,0,0
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70,36,11,217.8576,277.722225,5041,288.9286044,1296,121,1,0,0,0,0,1,0,0
2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,20,73,93,37,12,217.8576,277.722225,4356,399.9800003,1369,144,1,0,0,0,0,1,0,0
2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,11,64,75,38,13,217.8576,303.630625,4356,80.96580361,1444,169,1,0,0,0,0,1,0,0
2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,4,55,59,39,14,217.8576,303.630625,5776,168.948004,1521,196,1,0,0,0,0,0,1,0
2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,19,55,74,40,15,194.3236,277.722225,6561,121.030802,1600,225,1,0,0,0,0,0,1,0
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,9,67,76,41,16,194.3236,277.722225,5041,121.030802,1681,256,1,0,0,0,0,0,1,0
2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65,42,17,194.3236,277.722225,3249,168.948004,1764,289,1,0,0,0,1,0,0,0
2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,10,43,53,43,18,217.8576,277.722225,2116,484.1232078,1849,324,1,0,0,0,0,1,0,0
2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,1,29,30,44,19,172.1344,207.216025,1764,900.1560068,1936,361,1,0,0,0,1,0,0,0
2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,5,17,22,45,20,151.29,185.913225,1521,575.9712004,2025,400,1,0,0,0,1,0,0,0
2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,11,20,31,46,21,113.6356,129.163225,1936,484.1232078,2116,441,1,0,0,0,1,0,0,0
2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0,9,9,47,22,96.8256,112.466025,1936,399.9800003,2209,484,1,0,0,0,1,0,0,0
2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0,8,8,48,23,81.3604,129.163225,2209,121.030802,2304,529,1,0,0,0,1,0,0,0
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,5,5,49,0,81.3604,97.0225,1936,575.9712004,2401,0,1,0,0,0,1,0,0,0
2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0,2,2,50,1,67.24,69.472225,1936,783.9608005,2500,1,1,0,0,0,1,0,0,0
2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,1,1,51,4,43.0336,46.5124,2209,676.1404073,2601,16,1,0,0,0,1,0,0,0
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3,52,5,43.0336,46.5124,2209,361.0456014,2704,25,1,0,0,0,1,0,0,0
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30,53,6,32.9476,28.143025,2500,676.1404073,2809,36,1,0,0,0,1,0,0,0
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64,54,7,32.9476,46.5124,2500,168.948004,2916,49,1,0,0,0,1,0,0,0
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154,55,8,32.9476,36.7236,2500,361.0456014,3025,64,1,0,0,0,1,0,0,0
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88,56,9,43.0336,46.5124,1849,676.1404073,3136,81,1,0,0,0,1,0,0,0
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44,57,10,54.4644,69.472225,1849,288.9286044,3249,100,1,0,0,0,1,0,0,0
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51,58,11,67.24,82.6281,1600,484.1232078,3364,121,1,0,0,0,1,0,0,0
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61,59,12,81.3604,112.466025,1225,399.9800003,3481,144,1,0,0,0,1,0,0,0
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61,60,13,96.8256,112.466025,1225,361.0456014,3600,169,1,0,0,0,1,0,0,0
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77,61,14,113.6356,146.8944,900,361.0456014,3721,196,1,0,0,0,1,0,0,0
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72,62,15,113.6356,146.8944,900,288.9286044,3844,225,1,0,0,0,1,0,0,0
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76,63,16,113.6356,146.8944,900,288.9286044,3969,256,1,0,0,0,1,0,0,0
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,64,17,96.8256,129.163225,900,225.0390017,4096,289,1,0,0,0,1,0,0,0
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,65,18,96.8256,165.8944,1024,49.02100225,4225,324,1,0,0,0,1,0,0,0
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0,8,102,110,66,19,67.24,165.8944,2209,0,4356,361,1,0,0,0,1,0,0,0
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,67,20,67.24,129.163225,2209,49.02100225,4489,400,1,0,0,0,1,0,0,0
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,68,21,54.4644,97.0225,4096,80.96580361,4624,441,1,0,0,0,1,0,0,0
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,69,22,32.9476,57.380625,4761,80.96580361,4761,484,1,0,0,0,1,0,0,0
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,70,23,54.4644,112.466025,3025,49.02100225,4900,529,1,0,0,0,1,0,0,0
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,71,0,43.0336,82.6281,3025,49.02100225,5041,0,1,0,0,0,1,0,0,0
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,72,1,43.0336,82.6281,3481,49.02100225,5184,1,1,0,0,0,1,0,0,0
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,73,2,32.9476,57.380625,3969,80.96580361,5329,4,1,0,0,0,1,0,0,0
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,74,4,32.9476,82.6281,3969,36.03841024,5476,16,1,0,0,0,1,0,0,0
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,75,5,24.2064,57.380625,4624,49.02100225,5625,25,1,0,0,0,1,0,0,0
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,76,6,24.2064,57.380625,5476,49.02100225,5776,36,1,0,0,0,1,0,0,0
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,77,7,24.2064,57.380625,5476,80.96580361,5929,49,1,0,0,0,1,0,0,0
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,78,8,32.9476,57.380625,4761,121.030802,6084,64,1,0,0,0,1,0,0,0
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,79,9,43.0336,57.380625,4096,225.0390017,6241,81,1,0,0,0,1,0,0,0
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,80,10,43.0336,46.5124,4761,484.1232078,6400,100,1,0,0,0,0,1,0,0
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,81,11,81.3604,112.466025,2601,399.9800003,6561,121,1,0,0,0,1,0,0,0
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,82,12,81.3604,129.163225,2601,121.030802,6724,144,1,0,0,0,1,0,0,0
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,83,13,96.8256,129.163225,3136,168.948004,6889,169,1,0,0,0,1,0,0,0
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,84,14,113.6356,165.8944,2704,225.0390017,7056,196,1,0,0,0,1,0,0,0
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,85,15,131.7904,185.913225,2704,288.9286044,7225,225,1,0,0,0,1,0,0,0
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,86,16,151.29,207.216025,2401,288.9286044,7396,256,1,0,0,0,1,0,0,0
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,87,17,131.7904,185.913225,2304,225.0390017,7569,289,1,0,0,0,1,0,0,0
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,88,18,113.6356,165.8944,2304,168.948004,7744,324,1,0,0,0,1,0,0,0
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,89,19,96.8256,165.8944,2304,49.02100225,7921,361,1,0,0,0,1,0,0,0
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,90,20,96.8256,165.8944,2304,49.02100225,8100,400,1,0,0,0,1,0,0,0
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0,0,48,48,91,21,81.3604,185.913225,4096,0,8281,441,1,0,0,0,1,0,0,0
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,92,22,81.3604,165.8944,4096,36.03841024,8464,484,1,0,0,0,1,0,0,0
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,93,23,67.24,129.163225,4761,36.03841024,8649,529,1,0,0,0,1,0,0,0
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0,0,6,6,94,0,67.24,165.8944,4096,0,8836,0,1,0,0,0,1,0,0,0
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,95,1,43.0336,97.0225,5476,36.03841024,9025,1,1,0,0,0,1,0,0,0
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,96,2,43.0336,97.0225,5476,36.03841024,9216,4,1,0,0,0,1,0,0,0
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,97,4,96.8256,129.163225,2304,225.0390017,9409,16,1,0,0,0,1,0,0,0
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,98,5,81.3604,129.163225,2209,121.030802,9604,25,1,0,0,0,1,0,0,0
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,99,6,67.24,97.0225,2209,225.0390017,9801,36,1,0,0,0,1,0,0,0
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,100,7,54.4644,82.6281,1849,168.948004,10000,49,1,0,0,0,1,0,0,0
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,101,8,67.24,82.6281,1600,399.9800003,10201,64,1,0,0,0,1,0,0,0
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,102,9,81.3604,97.0225,1369,484.1232078,10404,81,1,0,0,0,1,0,0,0
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,103,10,81.3604,97.0225,1369,484.1232078,10609,100,1,0,0,0,1,0,0,0
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,104,11,113.6356,129.163225,1089,484.1232078,10816,121,1,0,0,0,1,0,0,0
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,105,12,113.6356,129.163225,1089,484.1232078,11025,144,1,0,0,0,1,0,0,0
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,106,13,131.7904,165.8944,900,399.9800003,11236,169,1,0,0,0,1,0,0,0
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,107,14,151.29,207.216025,784,168.948004,11449,196,1,0,0,0,1,0,0,0
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,108,15,151.29,207.216025,784,168.948004,11664,225,1,0,0,0,1,0,0,0
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,109,16,151.29,253.1281,784,36.03841024,11881,256,1,0,0,0,1,0,0,0
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,110,17,96.8256,129.163225,1444,168.948004,12100,289,1,0,0,0,1,0,0,0
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,111,18,96.8256,146.8944,1444,80.96580361,12321,324,1,0,0,0,1,0,0,0
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,112,19,96.8256,165.8944,1444,49.02100225,12544,361,1,0,0,0,1,0,0,0
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,113,20,81.3604,129.163225,2209,121.030802,12769,400,1,0,0,0,1,0,0,0
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,114,21,67.24,97.0225,2601,168.948004,12996,441,1,0,0,0,1,0,0,0
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,115,22,54.4644,97.0225,3025,80.96580361,13225,484,1,0,0,0,1,0,0,0
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0,1,18,19,116,23,67.24,165.8944,2209,0,13456,529,1,0,0,0,1,0,0,0
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0,0,11,11,117,0,54.4644,146.8944,3025,0,13689,0,1,0,0,0,1,0,0,0
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0,0,4,4,118,1,43.0336,129.163225,4096,0,13924,1,1,0,0,0,1,0,0,0
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0,0,2,2,119,2,43.0336,129.163225,4096,0,14161,4,1,0,0,0,1,0,0,0
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,120,4,43.0336,97.0225,4096,36.03841024,14400,16,1,0,0,0,0,1,0,0
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,121,5,32.9476,82.6281,4761,36.03841024,14641,25,1,0,0,0,0,1,0,0
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,122,6,32.9476,69.472225,3969,49.02100225,14884,36,1,0,0,0,0,1,0,0
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0,0,95,95,123,7,43.0336,129.163225,3481,0,15129,49,1,0,0,0,0,1,0,0
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0,3,216,219,124,8,43.0336,129.163225,3481,0,15376,64,1,0,0,0,1,0,0,0
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0,6,116,122,125,9,54.4644,146.8944,2601,0,15625,81,1,0,0,0,0,1,0,0
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0,3,42,45,126,10,67.24,165.8944,2209,0,15876,100,1,0,0,0,1,0,0,0
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,127,11,81.3604,165.8944,1936,36.03841024,16129,121,1,0,0,0,1,0,0,0
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0,6,78,84,128,12,113.6356,207.216025,1225,0,16384,144,1,0,0,0,1,0,0,0
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,129,13,113.6356,185.913225,1225,49.02100225,16641,169,1,0,0,0,1,0,0,0
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,130,14,131.7904,185.913225,1296,121.030802,16900,196,1,0,0,0,1,0,0,0
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0,8,54,62,131,15,131.7904,185.913225,1296,0,17161,225,1,0,0,0,1,0,0,0
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,132,16,113.6356,165.8944,1444,121.030802,17424,256,1,0,0,0,1,0,0,0
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,133,17,81.3604,129.163225,2601,121.030802,17689,289,1,0,0,0,1,0,0,0
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,134,18,81.3604,129.163225,2601,80.96580361,17956,324,1,0,0,0,1,0,0,0
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,135,19,81.3604,165.8944,3025,36.03841024,18225,361,1,0,0,0,1,0,0,0
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,136,20,67.24,112.466025,2601,121.030802,18496,400,1,0,0,0,1,0,0,0
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,137,21,81.3604,112.466025,3025,225.0390017,18769,441,1,0,0,0,0,1,0,0
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,138,22,81.3604,112.466025,2601,361.0456014,19044,484,1,0,0,0,0,1,0,0
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,139,23,67.24,97.0225,3481,168.948004,19321,529,1,0,0,0,0,1,0,0
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,140,0,67.24,97.0225,4096,168.948004,19600,0,1,0,0,0,0,1,0,0
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,141,1,67.24,97.0225,4761,225.0390017,19881,1,1,0,0,0,0,1,0,0
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,142,2,67.24,97.0225,4761,225.0390017,20164,4,1,0,0,0,0,1,0,0
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,143,4,67.24,112.466025,4761,80.96580361,20449,16,1,0,0,0,0,1,0,0
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0,0,5,5,144,5,81.3604,185.913225,3025,0,20736,25,1,0,0,0,0,0,1,0
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0,8,26,34,145,6,67.24,165.8944,4761,0,21025,36,1,0,0,0,0,1,0,0
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,146,7,67.24,112.466025,4761,80.96580361,21316,49,1,0,0,0,1,0,0,0
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,147,8,67.24,97.0225,2601,288.9286044,21609,64,1,0,0,0,1,0,0,0
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,148,9,67.24,82.6281,2209,399.9800003,21904,81,1,0,0,0,1,0,0,0
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,149,10,81.3604,97.0225,1369,484.1232078,22201,100,1,0,0,0,1,0,0,0
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,150,11,67.24,97.0225,1600,225.0390017,22500,121,1,0,0,0,0,1,0,0
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,151,12,67.24,97.0225,1369,288.9286044,22801,144,1,0,0,0,0,1,0,0
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,152,13,67.24,82.6281,1369,361.0456014,23104,169,1,0,0,0,0,1,0,0
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,153,14,67.24,97.0225,1600,288.9286044,23409,196,1,0,0,0,0,1,0,0
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,154,15,67.24,112.466025,1369,121.030802,23716,225,1,0,0,0,0,1,0,0
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,155,16,67.24,112.466025,1369,121.030802,24025,256,1,0,0,0,0,1,0,0
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0,9,178,187,156,17,67.24,165.8944,1369,0,24336,289,1,0,0,0,0,1,0,0
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,157,18,67.24,129.163225,1600,36.03841024,24649,324,1,0,0,0,1,0,0,0
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,158,19,43.0336,97.0225,3025,36.03841024,24964,361,1,0,0,0,1,0,0,0
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,159,20,54.4644,112.466025,2209,49.02100225,25281,400,1,0,0,0,1,0,0,0
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,160,21,54.4644,97.0225,2209,80.96580361,25600,441,1,0,0,0,1,0,0,0
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,161,22,54.4644,97.0225,1849,121.030802,25921,484,1,0,0,0,0,1,0,0
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,162,23,54.4644,97.0225,2601,121.030802,26244,529,1,0,0,0,0,1,0,0
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,163,0,54.4644,97.0225,2601,121.030802,26569,0,1,0,0,0,0,1,0,0
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,164,1,54.4644,112.466025,3025,36.03841024,26896,1,1,0,0,0,0,1,0,0
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0,3,13,16,165,2,54.4644,146.8944,3025,0,27225,4,1,0,0,0,0,1,0,0
